Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-28 00:00:00+00:00,235.85000610351562,237.35000610351562,234.5,236.16000366210938,4039600,0.0,0.0
2025-08-29 00:00:00+00:00,236.1300048828125,238.0500030517578,233.1699981689453,234.67999267578125,5008600,0.0,0.0
2025-09-02 00:00:00+00:00,231.27999877929688,238.3300018310547,230.8000030517578,237.3800048828125,6339100,0.0,0.0
2025-09-03 00:00:00+00:00,237.05999755859375,237.05999755859375,230.75999450683594,232.3800048828125,5999000,0.0,0.0
2025-09-04 00:00:00+00:00,233.00999450683594,233.10000610351562,229.2100067138672,230.75,4093200,0.0,0.0
2025-09-05 00:00:00+00:00,231.8000030517578,232.22999572753906,225.5,229.61000061035156,8203600,0.0,0.0
2025-09-08 00:00:00+00:00,231.6999969482422,232.1999969482422,228.08999633789062,230.9499969482422,5955000,0.0,0.0
2025-09-09 00:00:00+00:00,231.00999450683594,232.27999877929688,228.4499969482422,229.52000427246094,5510400,0.0,0.0
2025-09-10 00:00:00+00:00,229.60000610351562,230.10000610351562,226.58999633789062,227.52000427246094,4949500,0.0,0.0
2025-09-11 00:00:00+00:00,228.0,229.69000244140625,219.64999389648438,219.99000549316406,12010800,0.0,0.0
2025-09-12 00:00:00+00:00,219.88999938964844,220.0,215.6999969482422,215.94000244140625,11094900,0.0,0.0
2025-09-15 00:00:00+00:00,216.25,217.25999450683594,214.07000732421875,215.75,6896200,0.0,0.0
2025-09-16 00:00:00+00:00,216.86000061035156,217.1300048828125,213.75,215.02000427246094,6330600,0.0,0.0
2025-09-17 00:00:00+00:00,215.58999633789062,218.0500030517578,213.1300048828125,214.6300048828125,6019500,0.0,0.0
2025-09-18 00:00:00+00:00,215.22999572753906,217.39999389648438,213.6999969482422,215.66000366210938,6414000,0.0,0.0
2025-09-19 00:00:00+00:00,217.72999572753906,217.72999572753906,213.6199951171875,215.64999389648438,10513700,0.0,0.0
2025-09-22 00:00:00+00:00,215.1699981689453,215.89999389648438,211.42999267578125,212.08999633789062,7467700,0.0,0.0
2025-09-23 00:00:00+00:00,217.1199951171875,219.82000732421875,214.00999450683594,216.33999633789062,12760900,0.0,0.0
2025-09-24 00:00:00+00:00,217.55999755859375,218.17999267578125,214.77000427246094,215.10000610351562,7354800,0.0,0.0
2025-09-25 00:00:00+00:00,214.8699951171875,216.86000061035156,211.97999572753906,213.52999877929688,6649300,0.0,0.0
2025-09-26 00:00:00+00:00,223.36000061035156,224.10000610351562,219.11000061035156,221.25999450683594,17281700,0.0,0.0
2025-09-29 00:00:00+00:00,222.3699951171875,222.80999755859375,215.1199951171875,217.0800018310547,11290600,0.0,0.0
2025-09-30 00:00:00+00:00,217.10000610351562,217.67999267578125,212.8300018310547,215.8300018310547,9289300,0.0,0.0
2025-10-01 00:00:00+00:00,214.00999450683594,215.6300048828125,213.6999969482422,215.1999969482422,7178000,0.0,0.0
2025-10-02 00:00:00+00:00,215.4499969482422,218.86000061035156,215.30999755859375,217.42999267578125,8281100,0.0,0.0
2025-10-03 00:00:00+00:00,216.75,218.8300018310547,215.25,216.3000030517578,6634100,0.0,0.0
2025-10-06 00:00:00+00:00,217.8699951171875,221.8000030517578,215.89999389648438,219.72999572753906,7665300,0.0,0.0
2025-10-07 00:00:00+00:00,220.11000061035156,223.9499969482422,219.1999969482422,221.82000732421875,7610600,0.0,0.0
2025-10-08 00:00:00+00:00,222.72999572753906,226.19000244140625,221.47000122070312,225.32000732421875,6189700,0.0,0.0
2025-10-09 00:00:00+00:00,225.6999969482422,225.6999969482422,215.89999389648438,216.0,12974800,0.0,0.0
2025-10-10 00:00:00+00:00,217.0,217.89999389648438,210.72999572753906,210.72999572753906,10647900,0.0,0.0
2025-10-13 00:00:00+00:00,212.08999633789062,215.8000030517578,212.05999755859375,215.55999755859375,5657300,0.0,0.0
2025-10-14 00:00:00+00:00,213.5399932861328,217.9499969482422,212.24000549316406,214.3000030517578,5975700,0.0,0.0
2025-10-15 00:00:00+00:00,215.0399932861328,215.92999267578125,212.47999572753906,214.0,5055600,0.0,0.0
2025-10-16 00:00:00+00:00,214.66000366210938,214.9600067138672,210.66000366210938,211.88999938964844,5555200,0.0,0.0
2025-10-17 00:00:00+00:00,210.91000366210938,214.67999267578125,210.75,212.94000244140625,6482700,0.0,0.0
2025-10-20 00:00:00+00:00,215.1300048828125,217.3800048828125,214.55999755859375,216.82000732421875,5865100,0.0,0.0
2025-10-21 00:00:00+00:00,217.2100067138672,217.6999969482422,215.5500030517578,217.25999450683594,4209500,0.0,0.0
2025-10-22 00:00:00+00:00,216.67999267578125,217.39999389648438,213.8000030517578,216.58999633789062,6310300,0.0,0.0
2025-10-23 00:00:00+00:00,216.39999389648438,219.3000030517578,216.25,217.77000427246094,5356200,0.0,0.0
2025-10-24 00:00:00+00:00,219.0399932861328,221.74000549316406,218.50999450683594,221.35000610351562,5238100,0.0,0.0
2025-10-27 00:00:00+00:00,222.77999877929688,223.5800018310547,221.82000732421875,223.0,6084300,0.0,0.0
2025-10-28 00:00:00+00:00,224.36000061035156,225.55999755859375,222.60000610351562,223.3300018310547,7027200,0.0,0.0
2025-10-29 00:00:00+00:00,221.36000061035156,221.89999389648438,212.5,213.5800018310547,20940100,0.0,0.0
2025-10-30 00:00:00+00:00,210.00999450683594,210.27999877929688,200.02000427246094,200.0800018310547,19417000,0.0,0.0
2025-10-31 00:00:00+00:00,201.25,202.60000610351562,198.3000030517578,201.02000427246094,10696600,0.0,0.0
2025-11-03 00:00:00+00:00,202.0399932861328,205.66000366210938,201.5800018310547,204.5500030517578,8103900,0.0,0.0
2025-11-04 00:00:00+00:00,201.8000030517578,202.22000122070312,197.57000732421875,198.0500030517578,8619600,0.0,0.0
2025-11-05 00:00:00+00:00,197.75,198.50999450683594,195.30999755859375,197.6199951171875,9885700,0.0,0.0
2025-11-06 00:00:00+00:00,198.10000610351562,201.27000427246094,195.4499969482422,196.5,7740500,0.0,0.0
2025-11-07 00:00:00+00:00,195.5,195.85000610351562,191.49000549316406,194.61000061035156,7869500,0.0,0.0
2025-11-10 00:00:00+00:00,195.88999938964844,196.44000244140625,193.19000244140625,194.80999755859375,7447400,0.0,0.0
2025-11-11 00:00:00+00:00,194.74000549316406,196.39999389648438,194.35000610351562,195.2100067138672,5783400,0.0,0.0
2025-11-12 00:00:00+00:00,195.75,196.66000366210938,193.8000030517578,195.5,8288300,0.0,0.0
2025-11-13 00:00:00+00:00,195.6300048828125,196.1999969482422,193.11000061035156,194.5800018310547,6739300,0.0,0.0
2025-11-14 00:00:00+00:00,192.8800048828125,197.02999877929688,192.14999389648438,194.52000427246094,6189800,0.0,0.0
2025-11-17 00:00:00+00:00,194.83999633789062,194.83999633789062,190.22999572753906,191.80999755859375,5877800,0.0,0.0
2025-11-18 00:00:00+00:00,190.0,191.16000366210938,187.85000610351562,189.6300048828125,8195800,0.0,0.0
2025-11-19 00:00:00+00:00,189.2100067138672,189.2100067138672,183.00999450683594,185.6999969482422,12550400,0.0,0.0
2025-11-20 00:00:00+00:00,187.74000549316406,188.10000610351562,178.4199981689453,179.3800048828125,13706400,0.0,0.0
2025-11-21 00:00:00+00:00,180.55999755859375,181.42999267578125,176.77000427246094,179.6999969482422,10134000,0.0,0.0
2025-11-24 00:00:00+00:00,180.30999755859375,180.30999755859375,177.3000030517578,179.1199951171875,9386000,0.0,0.0
2025-11-25 00:00:00+00:00,179.49000549316406,183.47999572753906,177.52000427246094,182.44000244140625,9676200,0.0,0.0
2025-11-26 00:00:00+00:00,184.0,188.17999267578125,183.02999877929688,186.9199981689453,7644500,0.0,0.0
2025-11-28 00:00:00+00:00,187.8699951171875,189.75,186.91000366210938,189.0,3757000,0.0,0.0
2025-12-01 00:00:00+00:00,188.9600067138672,189.9499969482422,186.41000366210938,186.4600067138672,6763700,0.0,0.0
2025-12-02 00:00:00+00:00,198.3000030517578,205.77999877929688,195.50999450683594,205.3800048828125,22624000,0.0,0.0
2025-12-03 00:00:00+00:00,204.60000610351562,205.85000610351562,197.39999389648438,202.5399932861328,14139900,0.0,0.0
2025-12-04 00:00:00+00:00,202.85000610351562,202.88999938964844,198.52999877929688,201.8699951171875,9513300,0.0,0.0
2025-12-05 00:00:00+00:00,201.39999389648438,202.9499969482422,200.55999755859375,201.88999938964844,6857200,0.0,0.0
2025-12-08 00:00:00+00:00,203.61000061035156,206.86000061035156,202.55999755859375,206.27000427246094,8823900,0.0,0.0
2025-12-09 00:00:00+00:00,205.35000610351562,207.10000610351562,200.02000427246094,200.3699951171875,9101900,0.0,0.0
2025-12-10 00:00:00+00:00,200.3699951171875,201.35000610351562,198.35000610351562,198.72000122070312,15159600,0.0,0.0
2025-12-11 00:00:00+00:00,198.72999572753906,201.86000061035156,198.0500030517578,200.7100067138672,7917800,0.0,0.0
